allocationID,blockNumber,epoch,id,indexer,logIndex,subgraphDeploymentID,tokens,type,isDelegator,sender,curationFees,from,rebateFees,delegator,shares,eventTime,until,indexingRewardCut,queryFeeCut,delegationFees,amount
,11794802,,0x55011bcbede2bd47a98527b8ff3d83a80fc39f3c397064d0ea452fec2b8e5e62-41,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,41,,10084799680836803036205,stakeDelegatedWithdrawns,,,,,,0xf7a489bbd270e60c8c53df31c36aeffa14a9260b,,,,,,,
,11794997,,0x1d8aeb1ec173a23ad9c8030e81e9aed15b8ad7039c73f6a1b6d5288fe0b42769-208,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,208,,5016814088566711290520,stakeDelegatedWithdrawns,,,,,,0x38ff5e822bef345d52376dc52f7d89e55dbc5ea1,,,,,,,
,11795678,,0x00de95d6ce8155645aa7c7554c79ae7d572181dedd5607d9a35f4942bb813180-259,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,259,,20067256354266845162084,stakeDelegatedWithdrawns,,,,,,0x50fcb5bf7b7df68b26dd0b83b164a9edc92f945f,,,,,,,
,11803365,,0x1de1157dc1ef3cd55c5a0a008ee820aa713ae5e4ddcd8df6432184ae6dd713f5-154,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,154,,3794398257220488460122,stakeDelegatedWithdrawns,,,,,,0x50dbe761717c1e5b016ec184044bc1c3496b73b1,,,,,,,
,11804260,,0x5d9835dd38ceac102858f9fe476b768d9fcd5b15b56082bc5e4e40e3a353c4c8-236,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,236,,102266099999999999999,stakeDelegatedWithdrawns,,,,,,0x19ef5ab9c5f3e1aca85b22855ff31984e5c4083f,,,,,,,
,11805610,,0x113bf142b4c9df9f89ef53a5d5107bcc0ea0ed4d355980950b874d406a52f7f8-317,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,317,,1613520194029981872263,stakeDelegatedWithdrawns,,,,,,0x424b8722b214174ccdcc92c85b376673c46b8689,,,,,,,
,11806172,,0x4503cb83857b1dd8664a1debff344a807f38fcc631953b8d9104b8a2fc7b6c55-31,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,31,,25084070442833556452605,stakeDelegatedWithdrawns,,,,,,0x44203a7237c071474616612a77f5d910b91f3a57,,,,,,,
,11808098,,0xa2e8798eec17e8b3bf2c8a52e9725800889ce7e6c7301341228474b21599dbc4-282,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,282,,4074043419514034182325,stakeDelegatedWithdrawns,,,,,,0xae14618384c4dc921619a88c5f937b69f5c0df04,,,,,,,
,11809434,,0xab5b29ca713ee4365c18e2a4ed6b64754642b31c1a6dd1ee13b738ce444cca6f-314,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,314,,645834698318733951253,stakeDelegatedWithdrawns,,,,,,0x48721321cc4f1e90ce31beb8c9103555238f197c,,,,,,,
,11812592,,0x62c85c5bd62db78dd6e739fa4db57cec4d8ad3ec6339d82202c0c7bc90f96618-251,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,251,,33615676342372134831280,stakeDelegatedWithdrawns,,,,,,0xd1818a80dac94fa1db124b9b1a1bb71dc20f228d,,,,,,,
,11812624,,0xf84b4d28e1785ccd9b3e8b0fde0f5e4bb5905eae21ae97a229408e7bfa5bb6a6-197,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,197,,5462525622499999999999,stakeDelegatedWithdrawns,,,,,,0x9ca3fc0c46ef1ad52c7ddc836606370e912f40e5,,,,,,,
