allocationID,blockNumber,epoch,id,indexer,logIndex,subgraphDeploymentID,tokens,type,isDelegator,sender,curationFees,from,rebateFees,delegator,shares,eventTime,until,indexingRewardCut,queryFeeCut,delegationFees,amount,reward
,13038117,,0x0463f5087acb15962f9ca3134745074bafe4be784d1b0ea157cc9f9508b81e4f-357,0xd133fd8e0607f5d82c91626140495ea0a31d0398,357,,8333312500000000000000,stakeDelegatedLockeds,,,,,,0xbdc6e3b66019f0db3d833091a46b4e616fe3e390,8333312500000000000000,1629141553.0,267.0,,,,,
,13038117,,0x007c2845c8aaeec59b82d3a0ed8b3d63d80b8d42f078cfa8163f9bd0b2d0eedf-358,0xd133fd8e0607f5d82c91626140495ea0a31d0398,358,,8333312500000000000000,stakeDelegatedLockeds,,,,,,0x8e04217c6d273f3dcbea4ded800112b275c969f9,8333312500000000000000,1629141553.0,267.0,,,,,
,13038123,,0x84a68802d605c73e783f47249b145d622d8a09150fa902113df0c12cb501b409-403,0xd133fd8e0607f5d82c91626140495ea0a31d0398,403,,8333000000000000000000,stakeDelegatedLockeds,,,,,,0xbff76f4d252f8075a64d1eabd8d4327aba9261b6,8333000000000000000000,1629141670.0,267.0,,,,,
,13038136,,0xb59fb89f5996dd3a18d259d98f395a2f15cbdd6e7f039673769467de80eb0072-221,0xd133fd8e0607f5d82c91626140495ea0a31d0398,221,,8333312500000000000000,stakeDelegatedLockeds,,,,,,0x5b262e25b91ef437fcdaa2d4c57d235fe97769eb,8333312500000000000000,1629141768.0,267.0,,,,,
,13038136,,0x545758189183c27451aefde1c0582c83f42a1d1a00f261b0df51c89c3cb81031-253,0xd133fd8e0607f5d82c91626140495ea0a31d0398,253,,10416625000000000000000,stakeDelegatedLockeds,,,,,,0x1f585b955157eb367a36fadc16e4c4d694eb72b3,10416625000000000000000,1629141768.0,267.0,,,,,
,13038136,,0xedd488fe93d2bf4eab1456342a49e0b746e730801b3636272c7d14d847d596d9-300,0xd133fd8e0607f5d82c91626140495ea0a31d0398,300,,16666625000000000000000,stakeDelegatedLockeds,,,,,,0x0fb3e60143fa94b058f6c6c379826f44671aa291,16666625000000000000000,1629141768.0,267.0,,,,,
,13038951,,0x8aea94fb98d571883bca51ef0b9f43fba5ed3b8511248dbb4a97afefbf8392b7-131,0xd133fd8e0607f5d82c91626140495ea0a31d0398,131,,10416000000000000000000,stakeDelegatedLockeds,,,,,,0x5b8171a29becb0294426db322eccdffd4e2d08df,10416000000000000000000,1629152821.0,267.0,,,,,
,13039082,,0xb3f4c950f050c1f9a22ac2a91c2e1f4ecee295ed8be54df31e1c64af2b9d1539-382,0xd133fd8e0607f5d82c91626140495ea0a31d0398,382,,6250000000000000000000,stakeDelegatedLockeds,,,,,,0xcfc0977d1946f0ef097fbc7ac6388be6284a64e6,6250000000000000000000,1629154537.0,267.0,,,,,
,13039298,,0x15599f101105367f1ad14ef5c33dba4cbbbe86356a4b2d4fd3794086e5d61e9a-552,0xd133fd8e0607f5d82c91626140495ea0a31d0398,552,,8333312500000000000000,stakeDelegatedLockeds,,,,,,0x56e07f2a074b6e780947c85a7670a4fd43a0aa76,8333312500000000000000,1629157340.0,267.0,,,,,
,13039319,,0x5e1b055cb40478f914246e4ea174e3a8fd245e6c5a68e8c757308be042eb8558-121,0xd133fd8e0607f5d82c91626140495ea0a31d0398,121,,10416625000000000000000,stakeDelegatedLockeds,,,,,,0xb43687c75549bec612735047e3dc7eace398815f,10416625000000000000000,1629157572.0,267.0,,,,,
