,id,createdAt,updatedAt,active,migrated,displayName,ownerId,version,subgraphDeploymentId,subgraphid,self_curation,self_curation_name
276,0xa64f266a5e3471dcf51b21426b7872b277a7e20a-1,1626859460,1645640578,True,True,Bprotocol,0xa64f266a5e3471dcf51b21426b7872b277a7e20a,0,0xb7d41a81a3ae012fb772fbb633b85a294d5f74c5015846e04933b29a9f62db67,0xa64f266a5e3471dcf51b21426b7872b277a7e20a-1-0,False,True
277,ADyaStYeBbjqPeVN5ykggdMXRbPz66nCvfB1G5EFLPsU,1626859460,1645640578,True,True,Bprotocol,0xa64f266a5e3471dcf51b21426b7872b277a7e20a,0,0xb7d41a81a3ae012fb772fbb633b85a294d5f74c5015846e04933b29a9f62db67,ADyaStYeBbjqPeVN5ykggdMXRbPz66nCvfB1G5EFLPsU-0,False,True
278,0x4bb4c1b0745ef7b4642feeccd0740dec417ca0a0-0,1626900823,1645639205,True,True,Sushi - Mainnet Exchange,0x4bb4c1b0745ef7b4642feeccd0740dec417ca0a0,1,0x7cf8f2026b1f49a36f29293fb9545ce31ac3f71c40009c7e038d42ccea1b2b98,0x4bb4c1b0745ef7b4642feeccd0740dec417ca0a0-0-1,False,False
279,D7azkFFPFT5H8i32ApXLr34UQyBfxDAfKoCEK4M832M6,1626900823,1645639205,True,True,Sushi - Mainnet Exchange,0x4bb4c1b0745ef7b4642feeccd0740dec417ca0a0,1,0x7cf8f2026b1f49a36f29293fb9545ce31ac3f71c40009c7e038d42ccea1b2b98,D7azkFFPFT5H8i32ApXLr34UQyBfxDAfKoCEK4M832M6-1,False,False
280,0x4bb4c1b0745ef7b4642feeccd0740dec417ca0a0-1,1626903282,1647300732,True,True,Sushi - MasterChef,0x4bb4c1b0745ef7b4642feeccd0740dec417ca0a0,1,0xf1c39327ac103655b80fe25775594f2de4af2ceb6ab34215b49c632aab5c4ade,0x4bb4c1b0745ef7b4642feeccd0740dec417ca0a0-1-1,False,True
281,5mqK2me3PVLTUhMNESgAqq3SX26eGsMFwo8BLLZwNM4u,1626903282,1647300732,True,True,Sushi - MasterChef,0x4bb4c1b0745ef7b4642feeccd0740dec417ca0a0,1,0xf1c39327ac103655b80fe25775594f2de4af2ceb6ab34215b49c632aab5c4ade,5mqK2me3PVLTUhMNESgAqq3SX26eGsMFwo8BLLZwNM4u-1,False,True
282,0x4bb4c1b0745ef7b4642feeccd0740dec417ca0a0-2,1626904853,1645639205,True,True,Sushi - SushiBar,0x4bb4c1b0745ef7b4642feeccd0740dec417ca0a0,0,0xcfa80554820d0fba7cb5cf72e5aaae7e341df93561d1d3c01a625d6b5ada9b84,0x4bb4c1b0745ef7b4642feeccd0740dec417ca0a0-2-0,False,False
283,9PNQKCFNijybeAXkfSYrrQQ9gtRhLJB8VgmBSov3RkDQ,1626904853,1645639205,True,True,Sushi - SushiBar,0x4bb4c1b0745ef7b4642feeccd0740dec417ca0a0,0,0xcfa80554820d0fba7cb5cf72e5aaae7e341df93561d1d3c01a625d6b5ada9b84,9PNQKCFNijybeAXkfSYrrQQ9gtRhLJB8VgmBSov3RkDQ-0,False,False
284,0xab68e92b6e19e0d570a13d251d1ea8d029f711cb-1,1626914895,1645640243,True,True,fei,0xab68e92b6e19e0d570a13d251d1ea8d029f711cb,0,0x55221e21ce7e608a8931f43a1704122501c58837cbb9aac6fdbb81bf4b507f26,0xab68e92b6e19e0d570a13d251d1ea8d029f711cb-1-0,False,False
285,JBLNdwCWR3E4XApDExtj7SgrCtAzaeePNXrGZh7hggwQ,1626914895,1645640243,True,True,fei,0xab68e92b6e19e0d570a13d251d1ea8d029f711cb,0,0x55221e21ce7e608a8931f43a1704122501c58837cbb9aac6fdbb81bf4b507f26,JBLNdwCWR3E4XApDExtj7SgrCtAzaeePNXrGZh7hggwQ-0,False,False
286,0xb7ce368a08d06b54352c2bef09dea0cdc066b2a1-0,1626940377,1645640860,True,True,testdeployment1,0xb7ce368a08d06b54352c2bef09dea0cdc066b2a1,0,0xa208d93a09aa2d391f92608b1833d249da2ac6d4f0ec4508ba23619616051a9a,0xb7ce368a08d06b54352c2bef09dea0cdc066b2a1-0-0,False,True
287,5SukPrfzujFG2TRgb4tZEh5iXHPen7iNaqzWbpSfTSie,1626940377,1645640860,True,True,testdeployment1,0xb7ce368a08d06b54352c2bef09dea0cdc066b2a1,0,0xa208d93a09aa2d391f92608b1833d249da2ac6d4f0ec4508ba23619616051a9a,5SukPrfzujFG2TRgb4tZEh5iXHPen7iNaqzWbpSfTSie-0,False,True
288,0xb7ce368a08d06b54352c2bef09dea0cdc066b2a1-1,1626942765,1645640816,True,True,testdeployment2,0xb7ce368a08d06b54352c2bef09dea0cdc066b2a1,0,0xa208d93a09aa2d391f92608b1833d249da2ac6d4f0ec4508ba23619616051a9a,0xb7ce368a08d06b54352c2bef09dea0cdc066b2a1-1-0,False,True
289,GJN5EZh5jJ4i7GkLq6WirpiZvGnPcCjgc8J6MGHmjdQ3,1626942765,1645640816,True,True,testdeployment2,0xb7ce368a08d06b54352c2bef09dea0cdc066b2a1,0,0xa208d93a09aa2d391f92608b1833d249da2ac6d4f0ec4508ba23619616051a9a,GJN5EZh5jJ4i7GkLq6WirpiZvGnPcCjgc8J6MGHmjdQ3-0,False,True
290,0xb7ce368a08d06b54352c2bef09dea0cdc066b2a1-2,1626942862,1645640578,True,True,testdeployment3,0xb7ce368a08d06b54352c2bef09dea0cdc066b2a1,0,0xa208d93a09aa2d391f92608b1833d249da2ac6d4f0ec4508ba23619616051a9a,0xb7ce368a08d06b54352c2bef09dea0cdc066b2a1-2-0,False,True
291,4y2gRCuvQ1cv7bjpji2xPUYnHDdYdE3JHSFhKMqtFzcY,1626942862,1645640578,True,True,testdeployment3,0xb7ce368a08d06b54352c2bef09dea0cdc066b2a1,0,0xa208d93a09aa2d391f92608b1833d249da2ac6d4f0ec4508ba23619616051a9a,4y2gRCuvQ1cv7bjpji2xPUYnHDdYdE3JHSFhKMqtFzcY-0,False,True
292,0xb7ce368a08d06b54352c2bef09dea0cdc066b2a1-3,1626943782,1645640816,True,True,approval,0xb7ce368a08d06b54352c2bef09dea0cdc066b2a1,0,0xa208d93a09aa2d391f92608b1833d249da2ac6d4f0ec4508ba23619616051a9a,0xb7ce368a08d06b54352c2bef09dea0cdc066b2a1-3-0,False,True
293,QQVXAAhwbuZJLK2xEwG6rQeYwaasHGQrgjvtuMppg8k,1626943782,1645640816,True,True,approval,0xb7ce368a08d06b54352c2bef09dea0cdc066b2a1,0,0xa208d93a09aa2d391f92608b1833d249da2ac6d4f0ec4508ba23619616051a9a,QQVXAAhwbuZJLK2xEwG6rQeYwaasHGQrgjvtuMppg8k-0,False,True
294,0x00000444e5a1a667663b0adfd853e8efa0470698-0,1626952878,1645639922,True,True,renft,0x00000444e5a1a667663b0adfd853e8efa0470698,1,0x8cd0ccfa257f8544115c0af573bcf97ed78ebc8c1d0fd286e6b56b9f8a108510,0x00000444e5a1a667663b0adfd853e8efa0470698-0-1,False,True
295,BEkzgsGPhih7VE6aVwUL4h7EZyXJjZYn16T9PE5XCmou,1626952878,1645639922,True,True,renft,0x00000444e5a1a667663b0adfd853e8efa0470698,1,0x8cd0ccfa257f8544115c0af573bcf97ed78ebc8c1d0fd286e6b56b9f8a108510,BEkzgsGPhih7VE6aVwUL4h7EZyXJjZYn16T9PE5XCmou-1,False,True
296,0xb7ce368a08d06b54352c2bef09dea0cdc066b2a1-4,1626956034,1645640578,True,True,amino,0xb7ce368a08d06b54352c2bef09dea0cdc066b2a1,0,0xfbb95eacafdc44af3c0fbd193d6d028138045ead41e59ac308436b6d3e5ba6db,0xb7ce368a08d06b54352c2bef09dea0cdc066b2a1-4-0,False,True
297,5pMfFcTm9cDe1wTztj1gky2PVB2MDS3Ta6QfejZVBr8E,1626956034,1645640578,True,True,amino,0xb7ce368a08d06b54352c2bef09dea0cdc066b2a1,0,0xfbb95eacafdc44af3c0fbd193d6d028138045ead41e59ac308436b6d3e5ba6db,5pMfFcTm9cDe1wTztj1gky2PVB2MDS3Ta6QfejZVBr8E-0,False,True
298,0x534a9ac3d3401f80800375680bded6a84137d296-2,1627038466,1627089632,False,False,test migrate,0x534a9ac3d3401f80800375680bded6a84137d296,0,0x380f876c05b7fce7bd8234de974bf0d5a0b262f7325bdb1a785ce4a120691831,0x534a9ac3d3401f80800375680bded6a84137d296-2-0,False,True
299,47BEnfQFYjURYjD8r2JNoFjXkYHTqJ3xfcnrKUrbnTiq,1627038466,1627089632,False,False,test migrate,0x534a9ac3d3401f80800375680bded6a84137d296,0,0x380f876c05b7fce7bd8234de974bf0d5a0b262f7325bdb1a785ce4a120691831,47BEnfQFYjURYjD8r2JNoFjXkYHTqJ3xfcnrKUrbnTiq-0,False,True
300,0x534a9ac3d3401f80800375680bded6a84137d296-3,1627039060,1627089701,False,False,test dev,0x534a9ac3d3401f80800375680bded6a84137d296,0,0x380f876c05b7fce7bd8234de974bf0d5a0b262f7325bdb1a785ce4a120691831,0x534a9ac3d3401f80800375680bded6a84137d296-3-0,False,True
301,B39LecV8UELFUxULRswPhcifsZWJ6qaLL29cGYMcCK4s,1627039060,1627089701,False,False,test dev,0x534a9ac3d3401f80800375680bded6a84137d296,0,0x380f876c05b7fce7bd8234de974bf0d5a0b262f7325bdb1a785ce4a120691831,B39LecV8UELFUxULRswPhcifsZWJ6qaLL29cGYMcCK4s-0,False,True
302,0x534a9ac3d3401f80800375680bded6a84137d296-4,1627039197,1627089748,False,False,migrate 1,0x534a9ac3d3401f80800375680bded6a84137d296,0,0x380f876c05b7fce7bd8234de974bf0d5a0b262f7325bdb1a785ce4a120691831,0x534a9ac3d3401f80800375680bded6a84137d296-4-0,False,True
303,okz4sT96je97dMiAJtPYmkBwDN9rov9mcMYTPskGtrq,1627039197,1627089748,False,False,migrate 1,0x534a9ac3d3401f80800375680bded6a84137d296,0,0x380f876c05b7fce7bd8234de974bf0d5a0b262f7325bdb1a785ce4a120691831,okz4sT96je97dMiAJtPYmkBwDN9rov9mcMYTPskGtrq-0,False,True
304,0x534a9ac3d3401f80800375680bded6a84137d296-5,1627039876,1639382006,False,False,BOT BOT,0x534a9ac3d3401f80800375680bded6a84137d296,0,0xe4b50cbbda669048c77fefa1167e554706a24a84c436cb25f2ea5579dfe1e21b,0x534a9ac3d3401f80800375680bded6a84137d296-5-0,False,True
305,7Ew6SQmN1Xdjk5YEonqYAaT1v2HikNa92VZUQPpJ2QvX,1627039876,1639382006,False,False,BOT BOT,0x534a9ac3d3401f80800375680bded6a84137d296,0,0xe4b50cbbda669048c77fefa1167e554706a24a84c436cb25f2ea5579dfe1e21b,7Ew6SQmN1Xdjk5YEonqYAaT1v2HikNa92VZUQPpJ2QvX-0,False,True
306,0x534a9ac3d3401f80800375680bded6a84137d296-6,1627040136,1645640243,True,True,Test Contract,0x534a9ac3d3401f80800375680bded6a84137d296,0,0x2b9c7c0bcedb50f04905908c5955554cabea2df64fcee77773aad0ffc00981b4,0x534a9ac3d3401f80800375680bded6a84137d296-6-0,False,True
307,EEUEkeaNF7hxvx327PS1hSqp6boeXHRXWiocU5h6MKVf,1627040136,1645640243,True,True,Test Contract,0x534a9ac3d3401f80800375680bded6a84137d296,0,0x2b9c7c0bcedb50f04905908c5955554cabea2df64fcee77773aad0ffc00981b4,EEUEkeaNF7hxvx327PS1hSqp6boeXHRXWiocU5h6MKVf-0,False,True
308,0x89fddab2f93417182cdcdb0b8b3322b93ab3a192-0,1627051703,1645639619,True,True,Decentraland marketplace ethereum mainnet,0x89fddab2f93417182cdcdb0b8b3322b93ab3a192,0,0x07a115441341a7c904c3b8c512e0523b72aea72854f11fd236a593555c9f681d,0x89fddab2f93417182cdcdb0b8b3322b93ab3a192-0-0,False,True
309,GnwyhKp8uQkktC3vgMxWpg9f9qea75WQ6GXTxjW6BbZq,1627051703,1645639619,True,True,Decentraland marketplace ethereum mainnet,0x89fddab2f93417182cdcdb0b8b3322b93ab3a192,0,0x07a115441341a7c904c3b8c512e0523b72aea72854f11fd236a593555c9f681d,GnwyhKp8uQkktC3vgMxWpg9f9qea75WQ6GXTxjW6BbZq-0,False,True
310,0xde910777c787903f78c89e7a0bf7f4c435cbb1fe-0,1627058406,1645639205,True,True,Synthetix - Mainnet Mega,0xde910777c787903f78c89e7a0bf7f4c435cbb1fe,2,0x690752ca4c6cd7a89792e10f681e28631fa4e28ab84cb445be2ece9eea9dd8bc,0xde910777c787903f78c89e7a0bf7f4c435cbb1fe-0-2,False,False
311,H87NmTfhtQRmUVzwWzZDZ6SzqvSnJe4CqDSY1pE1bhVS,1627058406,1645639205,True,True,Synthetix - Mainnet Mega,0xde910777c787903f78c89e7a0bf7f4c435cbb1fe,2,0x690752ca4c6cd7a89792e10f681e28631fa4e28ab84cb445be2ece9eea9dd8bc,H87NmTfhtQRmUVzwWzZDZ6SzqvSnJe4CqDSY1pE1bhVS-2,False,False
